Data curenta,Denumire Produs,Pret LEI,Site,Sursa,Chipset,Ventilatoare
6/11/2021,  ASUS GeForce RTX 3080 Ti OC 12GB GDDR6X 384bit (ROG-STRIX-RTX3080TI-O12G-GAMING)  ,11499,evomag.ro,https://www.compari.ro/Jump.php?ProductAttributeId=865566183&ProductType=p&dat=OhHFZbuw0TVGBUrQ3JJ4KUQfpajqwlN4LFNEUTje%2F%2B3RnezPeado39AsS66zXZIEkAEsSxLCzVvNNX%2F69ERASZ8KebhLiZTEAF%2B6GHDuUo3Fvfe6WlBhP2dHvsSw2VGzvrhZz%2BgwJx%2BZv0q0ImyiAkGCl%2FOXoJrMhYi6E%2FBx9mNiE7HHdxRSMSWGdSgWh%2FP835ZXSahdtrghiisqzIN5NYBa%2F1ao6B9qIL9JAxX3CE7878B3aOTXM0BcPCg65X%2BebQ4k00CGZbXVsCkVbOU8XQb5zq%2FWWUoczUjxEoEN3w%2FwXvgeu40Py2VOo8NUdHAna89%2FQDkTki114O3ldOQ5dfRrEM6p0jl9oehlrjhCVRp2FEmi8EoBP1W7m7MsxG8QrxWohHgtVt5xMfaSCSI3zatqy7qkUimdvdgzWiApga7tgx1To3VtjrXx%2BDVmV4AB&pp=2f4c62f9ac29b4f86e28a33db9be8ad2&sc=2&ptp=1&ct=normal&cp=OfferOverlay&op=1&pt=product,RTX3080Ti,3
6/11/2021,  ASRock Radeon RX 6600 XT 8GB GDDR6 (RX6600XT CLD 8GO)  ,4530.04,ipon.ro,https://www.compari.ro/Jump.php?ProductAttributeId=884879742&ProductType=p&dat=ronTscIfTB5IDupW6qWnUx0qwwmlGk9bc1kN1DFuaa%2BHPwxHI3Nm474%2BHh7Iu9zpAWuuPYEP0n931dp1iKwWX1vD%2Fe7qN2Dfn30f3gf2QnQXc3wcOLjoK2R2i1Q7r1jvxMzpodR93%2FE8yaNVBFdBY1nJmVvLanvzwxhNSQCoUZyBxng2WpmaDapbZy7ScaemnD7dW0GFjzSSpAdThm0SVIqRebb6BrQ%2F3R9PebSispSiNJQRcm6ywdXzrFzbXvO3Kss9ExiA6bVbplR38FRzCmmbJGvwOOBYCavDSkezf51pZGzlMm19nqAa%2BIO9znJSlinW8%2Fp0Y1nC6oXZKxvvxRE%2BH9Ak5I159GaiRfR8bvnSDUbdAmF%2BloIwTzJB9SRrEkMU%2BpLLVd3hMKM0dVFdOpEtWPM5HsfgVvNZqfzY8dScwEjlfST0GMa4%2BnHAcPyO&pp=66df855f808ed7e978f42db3b31802ed&sc=1&ptp=1&ct=normal&cp=OfferOverlay&op=1&pt=product,RX6600XT,2
6/11/2021,  ASUS GeForce RTX 2060 DUAL OC EVO 6GB GDDR6 192bit (DUAL-RTX2060-O6G-EVO)  ,3347,leumart.ro,https://www.compari.ro/Jump.php?ProductAttributeId=716338296&ProductType=p&dat=I8zeW5zkmiOqBMHKF8egSlTf%2BLWrc7MTv7y1D8LL5A3iNWPPuHwgDfyOSpcAmfWeEVfxabcE1u74Re0gHxl4luAMfj67B028HHqxSP7H5Pb10YtggGvZ798wa5UySVZMpaFxmSToDmzytQ121YzvQO3FaqzA61SgfiE75c3L%2FscBqdlCjySookR1QjqMlTBqtnsbPmQCB935VHhjcsWr7dFEC85KAwgO4LbExlHW6hgorXTZqLp6FokI3u%2FpYrJn6bLjjpqaIfnw0Y%2FpX%2FoOF7Hmt0JThgokzp9k9TvfUmPya9C%2BXOn3%2Bk3fF849ErJVqN0bp6kXQceoxOHbmLugtemyO1OGI6m5jN9QgeHbAm5FzmI02VdaTwYKp3o7q3QWrlr8HOtWetzRCCEP84iaogETYEa2gzhxT5nl318Hh7ZLlmm7K2gCXbEUaqDQWE6o&pp=f74d61c79c102aff5b5d33979a799693&sc=3&ptp=1&ct=normal&cp=OfferOverlay&op=1&pt=product,RTX2060,2
6/11/2021,  GIGABYTE GeForce GTX 1650 D6 OC 4GB GDDR5 128bit (GV-N1656OC-4GD)  ,1800,roua.ro,https://www.compari.ro/Jump.php?ProductAttributeId=822657945&ProductType=p&dat=wV9poqgHsd4Rmhzf7DXwJFTimepksyB4LVV1ZDJOcm%2BME0aIybOW5XD7kUJ4EOoYY9hOpTNr1RRo%2FxcerhCEVGOqfNx%2ByltCNwumc6EzzbL6dX4crwmJmMSKmvGhyYmr8VBjiuNBVKv5m%2B8pE3Kx3uDjct0abKIB7d4585OuowMWXxYKptHJ1Ilf2fKiNESpVt56FGUk7fpgpwTlp%2BNMFIOE1hEKmzzDFc2LR1olv%2BsXMTgr5w8A3NukNQmqdSbmBwwwpmtd802lx8sL5EH634tJnaQRYmuk9NDpq097eIMiU7OWvPyBm7r8SHqRTcv0ce2Ofkj3j233iYLeZfeMxMr3tLVFOjYEWyWLavUuVj%2BxuYRUu6xmi5QGW4vW%2FG%2FSOqB5ZeOzZ4Eaw7cXIv1jE8czDfQM2QFI8rglVcMmLdzsEHt0TouIhTAwjmt%2FWueH&pp=41d4e4d0f5e4053d08fd62ffbd0a6f4a&sc=3&ptp=1&ct=normal&cp=OfferOverlay&op=1&pt=product,GTX1650,1
6/11/2021,  GIGABYTE GeForce RTX 3070 Ti GAMING OC 8GB GDDR6X 256bit (GV-N307TGAMING OC-8GD)  ,6719,cel.ro,https://www.compari.ro/Jump.php?ProductAttributeId=852354591&ProductType=p&dat=XVuU%2FME0z7oNkdIcFZuVE67VR1%2B%2B4uwYg5jW1A0NV61GlvT8PyWfcT0zmguxFAmHhvjCQaDLDHzqNX2DhFpCufSX4FwAoziSP1X7LUpJp%2Fnp%2Btz8%2FGIPT1OlnXySuK17j61j1r8dWOmwfJRt2eOzDYu%2BMXD1MU0ROHxtdhiFxsf2jSna34jT9vzmy6Adh2uptS0a4COz49YMkA46qE6%2FICjO17QVBsiQeWe1sA8kBsalazuoyh%2Bq10tXuUVBKlgdcki%2F3A%2Ft7389EjzxASXrVsYo1Xz3zEY%2B7UTQpxM9boPP0ICXd%2BUciGS%2FBgcpzOkhn5Jhkfr9lUvBat4xO3ZvOLe9VD%2Br1bumrKxAvUskOxChKlMiUW70v8kHRB9utB%2FWf58CicVDD%2BKMg9UzSUTw4WG%2FjRcWYOoD6TfnOaAVr5cgAMTgegeBakXsr1ROQs8n&pp=170faffa7239ce9ae43836bd9e504c7a&sc=3&ptp=1&ct=normal&cp=OfferOverlay&op=1&pt=product,RTX3070Ti,3
6/11/2021,  ZOTAC GeForce Twin Edge RTX 3070 8GB GDDR6 256bit (ZT-A30700E-10PLHR)  ,5299.99,forit.ro,https://www.compari.ro/Jump.php?ProductAttributeId=857533944&ProductType=p&dat=pOgtvcScH%2FW%2FXmzg%2BtgFMvHrJCB9j2SgKGJJhaJWIYvuqivqEoQC2WAsV2xpn8PS5KX7wSk7qyD3pTMvJkzS8%2BV%2Fu6sEagAD%2BBRub%2FqEUpBTwhCiYxInx4qFIdE9MOXT0f8wlHPYm9eLBi3JjuV9zLQMMrcptZEYHE0ug6yVahvS%2BFt73nFWw8OIxd5xrY0FymBrgGEcIU5pjFE%2B%2FgwSfM8vKa5nIijOh%2BjRjiu7BN%2B5RbfPIC%2Fy8DYmoTgaXVeOPdXzB%2FkNWbI1S8E2aFdb9R8XcwjfEt%2FqAx5P7zVmAcmJ9DAIbvvm9LhzZWk7gtTd%2BzHpBcNxAyFCsSqlTtp%2FR1lrU44c5XFnhpXJ2aAb6mXr5lYVIJf0JpPXrT3Rg%2F%2B5lM6uUsJaWKoMTVOExPzn%2FmRpn0XgkWqNODbPzP9sGOYkhuQ3NnqyrPw30CFujQQr&pp=e82b95ea9a7d708b98229511aa7c02bc&sc=1&ptp=1&ct=normal&cp=OfferOverlay&op=1&pt=product,RTX3070,2
6/11/2021,  KFA2 GeForce 1-Click RTX 3060 Ti 8GB OC GDDR6 256bit LHR (36ISL6MD1VQK)  ,4299,baset.ro,https://www.compari.ro/Jump.php?ProductAttributeId=876524916&ProductType=p&dat=HB41%2FSncWDFGBN%2B8Is%2BACTtsiE%2BNwh%2FNjNzhrQ53tU2FzjGWgGh94sbTLSOVvy28N1tcCKpb81fPtcdPvwgbSvBnuMoPVf0yxTU9Gw05i2WIqbqHv11eCWZfz8Ghg6KGgykI697eXLFvLe1pa1rk5D9neCGoX3tfGClsHuRIdhYpYsvfeNYOad%2FBnWKXOGH%2B%2BpdQVF67Rho2HePWv7lRgyQi47yQAEmk2S9YTJEEwMgweqreiI6GEieHin2hjbs9eU3V3zdc4%2BhE6BJ6SGPwl0QrYnwfYZy9i1v7k5gW%2FdhQSv25zXjjvVptp%2FcUHrCseN8zCjsBYUMsxyDPwkpsSMW%2Fv%2BmYhVku20t1dL6scDWAs3qL8k8vgZ4Kn3WbwBa8PALv4gZImqJrid4dFBSxvJLdOobWI1wbJgzWmxJzaw02SDE5Amc1O%2FKKHwnUdaTm&pp=2b60893cfda46508bc1bf031198613be&sc=1&ptp=1&ct=normal&cp=OfferOverlay&op=1&pt=product,RTX3060Ti,2
6/11/2021,  GIGABYTE GeForce RTX 3060 Ti 8GB OC GDDR6 256bit LHR (GV-N306TGAMINGOC PRO-8GD 3.0)  ,6499.99,itgalaxy.ro,https://www.compari.ro/Jump.php?ProductAttributeId=885108573&ProductType=p&dat=y9lIhG%2FFfmyPaHphfpdYmG9sW00RdJKf9BZnTN5RLJHfe0BadhRggY%2Fdi0clqhnGYoHFeSdQbTMhhec%2Btrk00JbdFJd5nFcj9dZQwDMWcEXHIIKsEoiR6BUWMa9HBo%2BqTm%2BAMSZ8YKhE%2BVjQsc2XXi2lPiGsyvHLMHnKrbulWTkRzBYMoXcTgOkFl3ohCMSKMFlmoHwcsSvyPVhOjBpt65gOsbiE%2Bfu9byeLRtCi53ZgXODjGkByn6WKst%2Be0SHZYJH5AqZJvO5Sxq38V2pbSr3GNrxX6Jj6tmrnT%2FaKSLd6pEbvXJOiCrRkWggRlm8mYQ7lqYZQmYLLNJJrr2f5bAaOiKZKOqOfJh4iDuefNcKqQRatsw9gsCnM0QAh7577exE%2BQQLa%2FbE4DbA%2FEESCUSEXCG4IxQCG%2BpfTvqvrNp1zuqLo1OwTdxfiAqjXlstB&pp=1278eea0370a6d194ade33d9db8de2e2&sc=1&ptp=1&ct=normal&cp=OfferOverlay&op=1&pt=product,RTX3060Ti,3
6/11/2021,  GIGABYTE GeForce GTX 1650 SUPER OC 4GB GDDR6 128bit (GV-N165SOC-4GD)  ,1999,evomag.ro,https://www.compari.ro/Jump.php?ProductAttributeId=640557108&ProductType=p&dat=8cgiyi%2Brhx9E6IH6%2BjKjcxv3BxlFL04lpUD0vm%2BFgzX%2BXMoqhqVv8lw9h8IsWSnv%2F146FW3FjWkY97NZMhJN%2BWVQTOltSQI0TAl6ihfsGRgRTDIX5bgWiDTRtpx%2Fn%2F7iZy9jQ4nOIHuLL9hg4TCxXmGKBKHpsOpVuyxvcvuI2qilaWPRQKgvMBu1Kt7jBQP6GfFPln%2FPDJ4WAZOmMYtz717miDxMhiJBPGH%2BQrltIgpbRZCYhdhNo2PMbxRKR7HMLz9H1mGsGjjaI7NboC246dt6udyBnv4u%2FBXIWHyBr0WzThfWz9q5%2Fct7uFcuAb5MmsFHrEP3Rx6kkKsNJoeuDYTtjndTNGX%2Butrpujc%2Fg8JYVgoMm4FqXqOAPSUZGXolvVyBBCfexrWdWV%2BkU2Gp0Ct19LfvDXuJr4ljdkgYBvuJtEA5quvaws%2B%2Fb8JWnI4y&pp=0f574c3c88afdc5fa405e0c548674341&sc=2&ptp=1&ct=normal&cp=OfferOverlay&op=1&pt=product,GTX1650Super,1
7/11/2021,  MSI GeForce RTX 3060 X 12GB GDRR6 192bit (RTX 3060 GAMING X 12G)  ,4099,vexio.ro,https://www.compari.ro/Jump.php?ProductAttributeId=788538888&ProductType=p&dat=1YQyYk007nkyYubjtzjYC7uhQXhq7exeuBQQPPiUY8YnG4mjDa5cm%2F1HI9N31XogQ9%2F8U8Jg%2Fvfl5L6xFDwl6JHsHNYOLoYDcQhc2qVmIoPD6i%2FnRJth7ZutBq5V%2BOQBAvb5fFanJt6G8c%2Fc9SWFgDwR3GEwLS6J0LK2DGhBWlUL6aWon4EC1BwnsrIIDjmqIpgdRoDRlwhFM93mCbJAEre8Mi3sAUt7ZLSFHrZubmZGF9e8Rs91gwT7HFxfAkO9WGTG7rXch7vkQHxSaANl9NmAacHbgz51VJqUchecDOfshVtaEcJrki%2BecxcqdOkMO%2BOUVqsXrC1Sev5PUfPhnY2vLrwgn6ZoSytNiiTey%2FcNYrET9E7i3Unz1dtdVrNIqxI%2FE3po91HyrvQpTTOX9AiVIOswNUFlWEUfzozu%2Ft73typC3s7QD5MB9%2FqR%2FcMt&pp=ba13c7f85f37810406e8abc8b4e86627&sc=5&ptp=2&ct=highlighted&cp=OfferOverlay&op=1&pt=product,RTX3060,2
7/11/2021,  MSI GeForce RTX 3060 X 12GB GDRR6 192bit (RTX 3060 GAMING X 12G)  ,4099,pcone.ro,https://www.compari.ro/Jump.php?ProductAttributeId=788538894&ProductType=p&dat=wJpg42zPckU%2B%2BnctnUVMGfpzcdC0OGMUQ%2FtEepDYWSKSZDdYM%2BKljdM4sT9jSrtifWUGeCxWVKMwEovQ%2FcwisN9zKkN%2BNHgLgU%2B57vx2p%2Bl244Koscs1vwFPqJnGuSel7qB7S7zcwMiN%2FJoe2p4vOzTBbiWp9w5MAp1qUqxVCGl3o7ajttRQnPtulmhWcwk7%2F%2FDGb06quc3rDvLeKrCumrltF0FLb9hR5E3yQ8V1DPX5FzrqijjbsdzRGgyKp%2Bdwt5HXvggtnFC5RYnGPxK3aGzsS8Kwp6zWAfHByeA1AeYABJ3RLdksHSDdMLJUasPXa%2BSE3nRWnDXq6PeKbK6Sm3JyLRgRiQ%2BhE%2FQPA1czqpJ82JG6NHEZLIn4B8BuZIAF23Vgz5aEAnzEg1WRlGI637rkZVNy0NTuYoVSjvlUtVQcaCEL9GL92O4R85Imydf6&pp=7d1beb4fd7544d024bb7cae5e51c499f&sc=5&ptp=2&ct=highlighted&cp=OfferOverlay&op=2&pt=product,RTX3060,2
7/11/2021,  ZOTAC GeForce GAMING Twin Edge GeForce RTX 3060 Ti OC 8GB GDDR6 256bit (ZT-A30610H-10MLHR)  ,4299,baset.ro,https://www.compari.ro/Jump.php?ProductAttributeId=876524898&ProductType=p&dat=YzyPG%2FgtJczRp5gOdcq4Ec%2F1JBjC%2FQgqYChAnhLttpq1B8PVijOtiaX%2F4kfWFAiRjDzbZR80WOifEx2kVM5kght9K2JeOe2MWhnKu8LujJA%2BJOzSz29xoH0eRJspI8fsmjiakB5GTypz7Spfats%2BWZWGTQn62WJHOG5P3w6H2ctw4PsfUgJsB3bo6bZ2%2Fmf6lAGX896%2BCfT6OhLY5PVEpssuUFT8iUdKR%2FVg%2FfXFsor78fAuJ95BBsSULQdFX%2F4QLvEYxiNhq4BNfD3cc2z66JH7Q94AHar0M%2BUqRHXKpgg4R9zxh9VBvJHJ07s%2BhTB8%2BSPck6wa9aJVkYAxU90AUH%2FC4cZAjCCLvbMilMgpQA8uN4uIG%2BnQ4UMOQfFcvZb%2FcqxD3UGYDzw7i930tZMcl3U4dP0Fza7j9qUBxFKmwrUsK%2Bh6C9tJgf%2B37WcZ9j%2F8&pp=d9ee38d24083150afbf342333554821c&sc=2&ptp=1&ct=normal&cp=OfferOverlay&op=1&pt=product,RTX3060Ti,2
7/11/2021,  GIGABYTE GeForce GTX 1660 OC 6GB GDDR5 (GV-N1660OC-6GD)  ,2689.99,forit.ro,https://www.compari.ro/Jump.php?ProductAttributeId=571231743&ProductType=p&dat=u%2FJDEU85D6hozJU5pOGzPpi6S73w7rnR1gBSS0nWeSCevY16JoLFJLIqLHgQXBX6w9McKuXgoTU3%2Bc2vTKIeJQ1uOcveLzv%2F7rWm1R3Ml9k61s7Znaf%2FyA%2FZIN3I21qYJO%2FjVCRdPg%2Fj6pIqnarLVfriulZ8cfVanRrziCuJTFSsgk%2FN3oBR%2BAo68TWJ3O1QLk6ibO0npBGY8y%2BzIPhNHzwB6fw9leXXCYli0Bd%2FXcqQh1FigSGi8AiMdJnJ1Sn%2BLQooLTylDz%2BxsTFa907dFFR3kcqBFXxOv9zFOqLl6V3ku1RM9aPtVxngJLymYkthEMeHh1XdnaemIsqzxBwnpg0Zh3D8GJojL4PB0R6YMhdziACndbA6M%2FAh36%2Bp4mz0mMehAxiiEA0Ls%2FSC0w%2FuBzlzUmS42MhXFJwhWokznjaMcLuL7Rd6yqOaOT%2BxNv0L&pp=fd0efc9c5c80b0a345325a51cecad7e4&sc=3&ptp=1&ct=normal&cp=OfferOverlay&op=1&pt=product,GTX1660,2
7/11/2021,  KFA2 GeForce 1CLICK OC RTX 3060 12GB GDDR6 192bit (36NOL7MD1VOK)  ,3699,baset.ro,https://www.compari.ro/Jump.php?ProductAttributeId=881928408&ProductType=p&dat=3vhBRk%2Bpm4Nx3nq2EtVZio9z9WHgb19g3MlApdT93NyamNV3MP42kSdm0JIL3gnrblOjcwyE5VI7slEYZPvv0cZeKwZSoZXOISGU7EPvPsiVA9H%2BDDZYCBLH%2FyjNlmU4Jwgcp5jKBtsAs44ZV84ryD%2Fvw%2BrsrjqmZOZDf%2BKZThC3%2Ba3Q0rhjXNvk70YUhiELdhkz%2B6gdyB0J5MZuE3HOpAXa0v1%2F4lh4xEhLIJvpwfU9kFFW3f0PU8vsszI52du7D7gBkRAafRNsb1SzwcbRHqyFmquFP%2BbWeB%2FALZSAuFeWFq%2FSNdsFHCX%2FQOzJyWMN1xt4cL5f7Pu9ZGwmcaXsTLN4Rsje5e5L88NbcF%2BMrOCwXQx7%2FmfRtirXrGY0WQg%2BCEz0clNDoA%2BjzWEav0C9AxKB%2Bk0VN5kHq7mdb8llw0Xb%2B6g4eNlrqY9ztsYNY0Uz&pp=620f64732fa3da2a91e0c1380038e5db&sc=5&ptp=1&ct=normal&cp=OfferOverlay&op=4&pt=product,RTX3060,2
7/11/2021,  GIGABYTE GeForce RTX 3060 TI EAGLE OC 8GB GDDR6 256bit LHR (GV-N306TEAGLE OC-8GD 2.0)  ,4786.5,leumart.ro,https://www.compari.ro/Jump.php?ProductAttributeId=869820153&ProductType=p&dat=wvzgHOW26GO0npLKdmZc%2Bsx1PbpMK1yCJZj9oLl6plBf%2Fmfxktlr%2FGz5t4mnkTtyL20IzXdik5maB7L3c7UZW05%2BBrsKyuLBIH9Lz3ZvdyXXgtrRbBT%2BLu1AQyLurYK3eSqD%2FV4f1OQWIU21wnR%2FadhudxlyA%2FTrGhADO%2BzRndzOdaFSPrZ2lKn%2FswwWkYmRM68ViU02UXVkZvUj6UfHXg4tFpuhAfbETUNssCageelEAQrKCWRdXHA31UdaVZbfWKwN%2F4B6dMZc5vCHCHdF5HhBCXf%2F7rJCIB%2FjNq4p1Xo4FmzgXiXx1fBapPTapO6lZQz61x5kLgElyObUD7akEA7cAi5w3Z7XxezDCKuexzzuHkPBxkWXXK%2B4pdZBzMm4rHCqM42b8xZg95wj4hy2FSYtNUgZdFrR%2B%2FQlpq8X9Fo%2BhuF25zkCLI%2FqrAPZAacp&pp=b42e3db17f7a5c93fb127b72639f549a&sc=6&ptp=2&ct=highlighted&cp=OfferOverlay&op=1&pt=product,RTX3060Ti,2
7/11/2021,  GIGABYTE GeForce RTX 3060 Ti 8GB GDDR6 256bit LHR (GV-N306TAORUS E-8GD 2.0)  ,4999.99,forit.ro,https://www.compari.ro/Jump.php?ProductAttributeId=858548298&ProductType=p&dat=Xh5osepdD2pa4dVDPVIAttBr0MaHFMImBfyJZFMPnaqm%2BWKBlm3K1MJBMzVYS0X67rgdvgEdyuk0j58P%2FQ%2FDp4bpUfuGDNYz9sfeXhaM8IxynsLfgDWlGdmvIB1dfOkm9lc1xJeKTRvSmlAcF%2F8nT7nDAc9YjmCt4cJVyzoq%2BgSKgSmKCrdjniGzJ2LeFkzPQQuZ8Gm%2BU23wQxDIcdKGAcLeGcmE%2Bn90zaCEeu0SF1hVBuDJIaCTiCfWMQVFqP4PhJc001BuqKA2Qv3gW6dcqgKOpQp%2Fhi%2BzJCbX6kxsATYJIb0sJY%2BP9%2FYWqE52wYZveHW3xA3iRPMg0peQkPIqPv4LuVPkDpPGPrtLyxokCi9R4AXYhtsaiCIZmBrBXLBHvdUjpbfJ7aVbFLoFqM5ObQEWpjdWpji8Ph%2BZwwTGPe7RhQaxPAByA1TEbIw54yLw&pp=24032398c356cb71f9b1139b7e8aad6c&sc=4&ptp=2&ct=highlighted&cp=OfferOverlay&op=1&pt=product,RTX3060Ti,3
7/11/2021,  ASUS GeForce RTX 3060 Ti 8GB OC GDDR6 256bit LHR (TUF-RTX3060TI-O8G-V2-GAMING)  ,4699,baset.ro,https://www.compari.ro/Jump.php?ProductAttributeId=859248366&ProductType=p&dat=0EeCMmZurXP8yYuWJ9LDFF3lDppA6kHC%2F4kCbO4aCbCdZyvudz2OR2hcy7IF%2BaKf%2FohQWuX6RLrzKTSkE1KFadG7wCOLhotJcPVu0XcxgC5ACOERYsYJEbiBbfdCaFUKn%2Bn%2BF2zAnV2sVpCoNrDSz%2BkUhUHyYWoVEP%2F95CLCNfulen66oQamVXwVwrwZQsUzt3eqJeVavHIjMQILfKoW9aFmJk%2F8Naf%2BzynsTqCYY6wOwFXtUbJ0kLiPTn9ISCTr2NZfwwyhjQ8h6gTaVcpAew%2FfDSppOJTaGGdUv8Tgp68w5KSkTB06ehQw9eqzspBg59K80IZloB5p9WywJ6iqb5LDpvKWR6S8OYvrkT30ZBDI3cf8U67UKgEyBqjxklUnS7FRCcwD%2F1DrkcxN8WnYU6R%2FqtHgl0FR4uUZy59CsFOFjqL3p7cO%2FFsVO1jripOC&pp=bb2b4a9fb45c4b15244d619f7023f608&sc=6&ptp=1&ct=normal&cp=OfferOverlay&op=4&pt=product,RTX3060Ti,3
7/11/2021,  GIGABYTE GeForce GTX 1660 SUPER OC 6GB GDDR6 (GV-N166SOC-6GD)  ,3100,roua.ro,https://www.compari.ro/Jump.php?ProductAttributeId=806549829&ProductType=p&dat=tMW5LMDHSz4XD6kHjGVby1crx5CsPzjGOfGzO%2BdB5dEm%2BsN6VJXKu9LaFWvti%2FphA9W8F7fc%2Fk01LlzW8QpqXSRlcicDCxoUTfP2uRimGbZNqT5JqECYYH8F82DERk9ZwiYzOv7ZUzC%2FMbCCgza0oMOU%2Fe%2BLd9jnL%2F4GhskhsbOOei3KPxICmDV6EtQdIZnqU2ft915NIWUdVLkB9TgfrTXop4wbi9dppQmdFbswfzRt1wEUY560aJMCKobwq0kB9SXP8e%2FFOGxIgZ3KHiOlwVYtVXcVtojC9cPCdwEhoy9MN8S96b%2BJp5EW41hdmJgH5qvSsvv3DhvcqP6okjeMDoVLuGMN9YBZGTLaBUuJuWw6vtvlJlC7rL0jOx9kO7%2BYBj%2FJUMY3qGdJFSUvgp9t2kxnbHbr%2FrYt7bo0pfY0JPw0VN2Loxv9X4G%2FqIIjdlmf&pp=1ca8081b8b7a0c345b605fe1e2f46983&sc=3&ptp=1&ct=normal&cp=OfferOverlay&op=1&pt=product,GTX1660Super,2
7/11/2021,  GIGABYTE GeForce RTX 3090 GAMING OC 24GB GDDR6X (GV-N3090GAMING OC-24GD)  ,15499,evomag.ro,https://www.compari.ro/Jump.php?ProductAttributeId=764614050&ProductType=p&dat=5zQHSTG10zXQErZblH3K0oYd7JLa3JY34oHv501ThaTd%2FB8s7BmQdtuTBVFrIfasQl5%2Bycu1hc%2BWQhI0I6tFFiRCAWbqqPe%2F28WfZqSigG6cnmx5iJmC3VPWVKN4gluJUPI40LxdszG%2FN6DtoxDoiqmjGSSCoClIU8Psh%2F6LWu0DeXfi%2FvoT%2BVPlAZ1BeT9Tv3D6Yp0ofLfaqH7EXaLxDxpvfm9Ef%2Bu4lTD6iHE%2B6nvMpP4lm%2ByvGYgiSLIf8UBNt1aPqPOzKiYYSpOcWwt5KkpDmdl1VdnneWQmbwJmCPMHfNTJXqPd4fkW%2Fk6pTHL6aT8UpVQUYQSskdbrfSJ7gTM0shGiwY2JIs6sORcSzTfzf6kw%2Fh4K5GntgTgkhm9s7C21dy2IKZSSl7CRXYigMQIFaNcPYCVJ1THvGKFjrTXGm43avAuOBXNYDgFEElPc&pp=23d4bb5de67aba10f71dab92cfa0cea6&sc=2&ptp=1&ct=normal&cp=OfferOverlay&op=1&pt=product,RTX3090,3
7/11/2021,  GIGABYTE GeForce GTX 1050 Ti OC 4GB GDDR5 128bit (GV-N105TOC-4GD)  ,1451.64,prostore.ro,https://www.compari.ro/Jump.php?ProductAttributeId=427730107&ProductType=p&dat=QyYIHj4amb2tPtrmUbV%2F7MtZJ6yn6oShSd485Xt%2FQPyAaZpazPenLMOyQmuDWVyA%2FcqtEpG04Dxk%2B8GDIlg%2BMkOKSj%2F8n7DEwYalWY1rvicgOq5DcsPCPKwj6pwZvfd0MVKGagXgSOOlursjw1XCPtDUn99pofuEL1esMgAu52pu0fLfBZFXCqq9E8wHAhpz0XxpdeLkZMR6DElRRr9xut5yVLMYR%2FnrQ36Ayy8OZPJGgjSxJQ%2BZBqCME0WHdvMmp8HTJZh%2FzzAcVeblmXpNP3l9MTwXJlpicKGtZVtbS2QzBkhTxPK27MIxkQZK2OaZIyxvovmJ7c8J6ZhCrM0YVQuK%2BI%2B5SVhQzQ7mqbDqeeUsWdkEjNjwdXZqswkbs%2BF1EmK9ncOTzCwqyAX9KFAHou4maR5%2FlvWZ%2FvclPwsa5%2F5yIYr8pinv%2B7Jt4pcxBxHk&pp=dd2910df1a3e9e15fcffc390e75836c9&sc=4&ptp=2&ct=highlighted&cp=OfferOverlay&op=2&pt=product,GTX1050Ti,2
7/11/2021,  MSI GeForce RTX 3080 Ti 12GB GDDR6X 384bit (RTX 3080 Ti SUPRIM X 12G)  ,12299,cel.ro,https://www.compari.ro/Jump.php?ProductAttributeId=822795543&ProductType=p&dat=dBm1rfWmiSkwUiHcozPHHwwoIuCRNk0eLN8OsKxEAA5ZKJJjRII07ToONhTrMGtow%2F%2FsxYoDJKpnF0WYMXZTs4aTQVz7%2F2X9KYF3EZNW4m0qy6EV%2FkjqMnTu0lj6gc0YHrYXOJuvhoQvO8eubslQ2qa1vCa%2B8uTMMGexKmV9hARbP0Gwkz%2FfEbpOQMFgzTM5jZLEguPLuNBrOENIv5xNfIiRjgD6slZsVc%2FAITmL5u68bzqNm3Mmu9IDPatYEn0wXp1xI0xIL03ZdmeX6e76dcDpz03VYnL2DDMRHi2Qs7zaP9g0VjvTBk0KfaeZqqlV3culToibWd9bqEXi%2B2d0E5pt7GkdvP62d2%2B6WPIpYJYGf8LthBl4eXTBd3vplPHHWTOzziUpMZauPYxMPJYSYhbH%2FfxvRcwRmiHn2NS7hAcDNmhslRivTtZW%2BzG2lxw3&pp=b62c63a58309ddfe413bb0aff858bf0e&sc=5&ptp=2&ct=highlighted&cp=OfferOverlay&op=2&pt=product,RTX3080Ti,3
